PLOTID,QuadrantID,Landscape_type,Landscape_type_2,Plot_type,Plot_type_2,Landscape_Plot,BIN_Richness,RL_Richness,BIN_Coleoptera,BIN_Diptera,BIN_Hemiptera,BIN_Hymenoptera,BIN_Lepidoptera,BIN_Orthoptera,BIN_Rest,Visit,Date start,Date end,Day start,Day end,Day mean,Duration,Biomass,Biomass_per_day,Excluded,Average_temperature,Average_humidity,Long-Term Mean Annual Precipitation,Long-Term Mean Annual Average Near Surface Temperature,point_x,point_y,Elevation
6225_2_U,6225_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.04.2019,29.04.2019,106,119,1125,13,"43,28","3,33",0,132904494,7207731845,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,13.05.2019,119,133,126,14,"18,05","1,29",0,1011538611,7876534444,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,401,22,19,225,19,101,27,0,4,5,13.05.2019,27.05.2019,133,147,140,14,"52,3","3,735714286",0,1411943333,7434837778,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,27.05.2019,11.06.2019,147,162,1545,15,"120,77","8,05",0,1877083854,7312771354,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,330,12,16,187,18,61,38,2,3,7,11.06.2019,25.06.2019,162,176,169,14,"86,1","6,15",0,2138556944,7576554444,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"129,12","7,6",0,2161579861,6191104398,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,526,30,24,278,27,114,55,9,7,9,12.07.2019,29.07.2019,193,210,2015,17,"111,27","6,55",0,2254118519,6778278241,6088,1030861111,356703597,5515566089,180
6225_2_U,6225_2,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,12.08.2019,210,224,217,14,"59,01","4,22",0,2080687778,7529580556,6088,1030861111,356703597,5515566089,180
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17.04.2019,30.04.2019,107,120,1135,13,"24,55","1,89",0,141063006,5902648214,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30.04.2019,15.05.2019,120,135,1275,15,"9,12","0,61",0,9663882813,7611622135,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,495,12,40,313,7,105,19,1,5,5,15.05.2019,29.05.2019,135,149,142,14,"33,97","2,426428571",0,1456523611,7786862778,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,11.06.2019,149,162,1555,13,"40,07","3,08",0,2031069048,7048283333,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,502,14,29,316,26,81,27,5,9,7,11.06.2019,25.06.2019,162,176,169,14,"59,1","4,221428571",0,2278037778,7044885,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"144,26","8,49",0,2180322917,6254670139,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,626,25,25,306,17,175,73,7,12,9,12.07.2019,29.07.2019,193,210,2015,17,"91,65","5,39",0,227048588,6915346759,6636333333,9685833333,3641968596,5513216619,261
6231_4_A,6231_4,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,"45,11","3,01",0,2090610677,7805822917,6636333333,9685833333,3641968596,5513216619,261
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17.04.2019,30.04.2019,107,120,1135,13,"21,06","1,62",0,1320690179,5787428869,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30.04.2019,15.05.2019,120,135,1275,15,"18,77","1,25",0,8744802083,7687108073,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,489,16,22,271,12,134,28,0,12,5,15.05.2019,29.05.2019,135,149,142,14,"34,46","2,461428571",0,1329438333,7994375,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.05.2019,11.06.2019,149,162,1555,13,"48,97","3,77",0,1824718452,727983125,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,632,15,45,329,40,144,50,1,11,7,11.06.2019,25.06.2019,162,176,169,14,"63,3","4,521428571",0,2077530833,7288436944,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"119,29","7,02",0,20031875,6222520833,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,503,22,24,221,20,144,64,12,10,9,12.07.2019,29.07.2019,193,210,2015,17,"97,47","5,73",0,2122688889,7082025231,6918,9575555556,3643150908,5512586362,292
6231_4_F,6231_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,"44,08","2,94",0,1903948177,8431415885,6918,9575555556,3643150908,5512586362,292
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30.04.2019,15.05.2019,120,135,1275,15,"13,85","0,92",0,928184375,749728099,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,373,4,21,245,8,69,20,1,5,5,15.05.2019,29.05.2019,135,149,142,14,"38,12","2,722857143",0,1397470278,7747570278,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1907058631,7251208333,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,508,9,30,316,20,91,38,1,7,7,11.06.2019,25.06.2019,162,176,169,14,"73,9","5,278571429",0,2204951111,716848,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"91,11","5,36",0,2183197685,6329673148,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,474,14,15,308,16,68,41,12,4,9,12.07.2019,29.07.2019,193,210,2015,17,"66,53","3,91",0,2265485417,7105002315,7183666667,9578055556,3643907001,5510022221,290
6231_4_G,6231_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,13.08.2019,210,225,2175,15,NA,NA,1,2037829688,7959934375,7183666667,9578055556,3643907001,5510022221,290
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,05.04.2019,25.04.2019,95,115,105,20,"15,93","0,8",0,1075624008,5810242857,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,13.05.2019,115,133,124,18,"10,89","0,61",0,8511682018,8025650219,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,414,10,30,260,12,73,27,1,7,5,13.05.2019,28.05.2019,133,148,1405,15,"32,07","2,138",0,1234474219,7888983594,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"54,45","3,63",0,1840434896,7226859375,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,362,17,27,185,13,54,59,16,3,7,12.06.2019,28.06.2019,163,179,171,16,"125,1","7,82",0,2202934804,6735801716,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28.06.2019,13.07.2019,179,194,1865,15,"75,23","5,02",0,1927686979,596646901,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,583,16,25,353,19,101,59,9,7,9,13.07.2019,26.07.2019,194,207,2005,13,"89,16","6,86",0,2164883631,647530744,8755666667,8710833333,3674868729,5520094588,464
6234_2_A,6234_2,Semi-natural,a,arable field,c,a_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,12.08.2019,207,224,2155,17,"73,19","4,31",0,2000180324,7846863194,8755666667,8710833333,3674868729,5520094588,464
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,05.04.2019,25.04.2019,95,115,105,20,"15,3","0,77",0,1052772421,5809642857,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,13.05.2019,115,133,124,18,"14,01","0,78",0,8126296053,8002033553,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,361,11,30,220,12,66,21,1,8,5,13.05.2019,28.05.2019,133,148,1405,15,"31,48","2,098666667",0,1173254167,781933151,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"54,6","3,64",0,1730814323,7187607292,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,528,22,41,275,14,99,72,7,10,7,12.06.2019,28.06.2019,163,179,171,16,"92,4","5,78",0,2065467892,6914188971,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28.06.2019,13.07.2019,179,194,1865,15,"113,07","7,54",0,182048151,6089232813,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,541,22,35,254,26,128,73,7,6,9,13.07.2019,26.07.2019,194,207,2005,13,"62,51","4,81",0,2070180357,6541634821,9212,8339166667,3678768161,5516624097,474
6234_2_F,6234_2,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,12.08.2019,207,224,2155,17,"60,93","3,58",0,1925329861,7841534722,9212,8339166667,3678768161,5516624097,474
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,05.04.2019,25.04.2019,95,115,105,20,"15,99","0,8",0,101282123,7100971825,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25.04.2019,13.05.2019,115,133,124,18,"4,37","0,24",0,8126493421,8079697588,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13.05.2019,28.05.2019,133,148,1405,15,NA,NA,1,118093724,7987189323,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,12.06.2019,148,163,1555,15,"71,2","4,75",0,1740910156,738018099,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,333,8,23,192,11,49,32,12,7,7,12.06.2019,28.06.2019,163,179,171,16,"99,4","6,21",0,2069506373,7078708333,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28.06.2019,13.07.2019,179,194,1865,15,"68,23","4,55",0,1813789063,6299260156,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,351,10,17,191,21,64,35,7,7,9,13.07.2019,26.07.2019,194,207,2005,13,"59,45","4,57",0,2082708631,6769853274,9418,8420277778,3676054213,5518433816,450
6234_2_G,6234_2,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,26.07.2019,12.08.2019,207,224,2155,17,"38,5","2,26",0,1936033565,7932468981,9418,8420277778,3676054213,5518433816,450
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18.04.2019,01.05.2019,108,121,1145,13,"4,6","0,35",0,1417569643,5880528571,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,16.05.2019,121,136,1285,15,"2,53","0,17",0,9434875,738416849,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,223,6,14,138,2,51,11,0,4,5,16.05.2019,30.05.2019,136,150,143,14,"22,42","1,601428571",0,1430907778,7869334444,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30.05.2019,16.06.2019,150,167,1585,17,"36,79","2,16",0,1966455787,7119965741,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,311,10,23,167,13,62,34,4,6,7,16.06.2019,29.06.2019,167,180,1735,13,"70,2","5,4",0,2313403571,66409375,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29.06.2019,16.07.2019,180,197,1885,17,"57,69","3,39",0,194813588,6361775463,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,258,5,18,136,13,42,34,10,3,9,16.07.2019,02.08.2019,197,214,2055,17,"45,02","2,65",0,2302522454,6403545602,6248333333,9739166667,3591981998,5506930653,277
6327_2_A,6327_2,Agricultural,b,arable field,c,b_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,02.08.2019,15.08.2019,214,227,2205,13,NA,NA,1,19694875,7361160119,6248333333,9739166667,3591981998,5506930653,277
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18.04.2019,01.05.2019,108,121,1145,13,"10,46","0,8",0,1304666071,6123115774,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,16.05.2019,121,136,1285,15,"4,47","0,3",0,8854598958,7620181771,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,276,7,11,173,11,50,24,0,5,5,16.05.2019,30.05.2019,136,150,143,14,"19,77","1,412142857",0,1361661667,8104924167,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30.05.2019,16.06.2019,150,167,1585,17,"52,14","3,07",0,1859672222,7528922454,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,304,7,13,170,9,56,40,8,3,7,16.06.2019,29.06.2019,167,180,1735,13,"108,2","8,32",0,2230646131,6901735119,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29.06.2019,16.07.2019,180,197,1885,17,"97,89","5,76",0,1887587269,6531007639,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,430,13,19,222,21,97,50,10,4,9,16.07.2019,02.08.2019,197,214,2055,17,"79,87","4,7",0,2214074074,6668416667,6416666667,9568611111,3595052579,5506791916,294
6327_2_G,6327_2,Agricultural,b,meadow,b,b_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,02.08.2019,15.08.2019,214,227,2205,13,"46,62","3,59",0,1885658631,7735112798,6416666667,9568611111,3595052579,5506791916,294
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18.04.2019,01.05.2019,108,121,1145,13,"44,38","3,41",0,1339114881,6356060714,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,01.05.2019,16.05.2019,121,136,1285,15,"19,02","1,27",0,960159375,754956875,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,292,13,20,168,11,67,13,0,9,5,16.05.2019,30.05.2019,136,150,143,14,"32,98","2,355714286",0,1418668611,8051663611,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30.05.2019,16.06.2019,150,167,1585,17,"52,96","3,12",0,1880416204,7612295139,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,494,14,20,283,13,116,38,7,8,7,16.06.2019,29.06.2019,167,180,1735,13,"62,2","4,78",0,2177969643,739874256,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29.06.2019,16.07.2019,180,197,1885,17,"53,76","3,16",0,1860921296,6961285185,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,836,25,56,439,35,182,73,10,24,9,16.07.2019,02.08.2019,197,214,2055,17,"67,41","3,97",0,2179736111,706411412,6155,9763611111,3592503351,5504251251,263
6327_2_U,6327_2,Agricultural,b,settlement,d,b_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,02.08.2019,15.08.2019,214,227,2205,13,"23,53","1,81",0,1896530655,7932962202,6155,9763611111,3592503351,5504251251,263
6532_3_A,6532_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.04.2019,29.04.2019,104,119,1115,15,"15,22","1,01",0,1252148698,57401875,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,14.05.2019,119,134,1265,15,"10,62","0,71",0,9600992188,7413284896,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,366,9,32,209,13,85,15,0,8,5,14.05.2019,28.05.2019,134,148,141,14,"18,68","1,334285714",0,14070275,7534775278,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,11.06.2019,148,162,155,14,"39,33","2,81",0,1920071111,6863543056,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,320,6,27,159,16,67,38,3,6,7,11.06.2019,25.06.2019,162,176,169,14,47,"3,36",0,2154885,7200961944,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"151,94","8,94",0,2198225926,5692171991,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,447,11,25,219,22,117,43,8,6,9,12.07.2019,29.07.2019,193,210,2015,17,"50,97",3,0,2270249769,6540813889,6469,9428888889,3645199299,5475604428,331
6532_3_A,6532_3,Urban,c,arable field,c,c_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,12.08.2019,210,224,217,14,"27,09","1,94",0,2068450833,7535749167,6469,9428888889,3645199299,5475604428,331
6532_3_F,6532_3,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.04.2019,29.04.2019,104,119,1115,15,"113,29","7,55",0,1262694271,564907526,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,14.05.2019,119,134,1265,15,"60,68","4,05",0,9477101563,7659224479,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,393,8,25,217,16,100,12,1,16,5,14.05.2019,28.05.2019,134,148,141,14,"50,36","3,597142857",0,1330280278,7949038611,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,11.06.2019,148,162,155,14,"59,75","4,27",0,1816690278,7255323056,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,378,13,16,218,13,79,27,5,14,7,11.06.2019,25.06.2019,162,176,169,14,"63,7","4,55",0,2018176667,7889201667,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"127,71","7,51",0,212337662,5903040972,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,430,11,30,213,26,105,39,6,4,9,12.07.2019,29.07.2019,193,210,2015,17,"77,2","4,54",0,2123592593,7258386806,6088333333,9659166667,3647164818,5477224372,323
6532_3_F,6532_3,Urban,c,forest,a,c_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,12.08.2019,210,224,217,14,"27,77","1,98",0,1938495,8398532222,6088333333,9659166667,3647164818,5477224372,323
6532_3_U,6532_3,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.04.2019,29.04.2019,104,119,1115,15,"11,14","0,74",0,1372286719,527387474,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,14.05.2019,119,134,1265,15,"13,03","0,87",0,1001655208,7423982813,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,328,10,16,188,13,77,26,0,3,5,14.05.2019,28.05.2019,134,148,141,14,"15,66","1,118571429",0,1445102778,7514461111,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,11.06.2019,148,162,155,14,"26,3","1,88",0,1978240556,6606336389,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,372,10,18,188,19,75,63,1,2,7,11.06.2019,25.06.2019,162,176,169,14,"73,4","5,24",0,2215513611,6990272778,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"129,45","7,61",0,2299602546,5154776157,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,466,17,17,230,16,102,71,10,5,9,12.07.2019,29.07.2019,193,210,2015,17,"35,98","2,12",0,2317363889,6503623148,6167,95925,3648823783,5477985926,320
6532_3_U,6532_3,Urban,c,settlement,d,c_d,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,12.08.2019,210,224,217,14,"47,39","3,39",0,2109862778,7700082222,6167,95925,3648823783,5477985926,320
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13.04.2019,29.04.2019,103,119,111,16,"25,55","1,6",0,1224261029,5358594118,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,14.05.2019,119,134,1265,15,"16,04","1,07",0,8556382813,7465868229,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,303,6,14,195,2,67,14,0,7,5,14.05.2019,28.05.2019,134,148,141,14,"23,88","1,705714286",0,1271293056,76258475,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.05.2019,11.06.2019,148,162,155,14,"26,19","1,87",2,NA,NA,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,457,25,21,236,11,114,50,7,10,7,11.06.2019,25.06.2019,162,176,169,14,"88,1","6,29",0,2093921944,6877534167,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25.06.2019,12.07.2019,176,193,1845,17,"34,83","2,05",0,2111267593,5475421296,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,326,19,6,177,15,80,25,8,6,9,12.07.2019,29.07.2019,193,210,2015,17,"44,89","2,64",0,2149890741,6775296296,8201666667,8924444444,3668433135,5477482135,410
6533_4_F,6533_4,Semi-natural,a,forest,a,a_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29.07.2019,12.08.2019,210,224,217,14,"43,84","3,13",0,1947401667,7958238056,8201666667,8924444444,3668433135,5477482135,410
6533_4_G,6533_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8285666667,9065,3665985085,5480910068,354
6533_4_G,6533_4,Semi-natural,a,meadow,b,a_b,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.04.2019,14.05.2019,119,134,1265,15,"21,36","1,42",0,9012601563,7749690104,8285666667,9065,3665985085,5480910068,354
6533_4_G,6533_4,Semi-natural,a,meadow,b,a_b,415,7,19,276,13,74,20,2,6,5,14.05.2019,28.05.2019,134,148,141,14,"35,47","2,533571429",0,1346309167,7830976111,8285666667,9065,3665985085,5480910068,354
